Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency,Source_File
ERP,751,0,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,8,5360,-5%,258,8,3%,87,33%,343,16%,21%,generate_country_csv_report_1733-01-01-01.csv
FIK,1859,0,0,5%,3,3,3,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,3,150,0,0,0,0,0%,699,0,0%,232,33%,376,16%,21%,generate_country_csv_report_1733-01-01-01.csv
GSD,5998,0,0,4%,4,4,4,1,0,7,4,0,11,14,14,0,0,0,7,3,0,0,21,3,52,2600,43,107,0,0,25%,1377,29,2%,164,11%,229,16%,21%,generate_country_csv_report_1733-01-01-01.csv
HPV,387,0,0,5%,2,5,2,1,1,6,3,0,9,11,9,0,28,25200,0,0,0,0,0,0,-8,-400,0,0,9,6030,0%,86,47,54%,33,38%,222,16%,21%,generate_country_csv_report_1733-01-01-01.csv
IHS,2428,0,0,5%,3,3,3,1,0,5,3,1,9,13,11,0,10,7000,0,0,0,0,0,0,3,150,0,0,0,0,0%,601,11,1%,265,44%,247,16%,21%,generate_country_csv_report_1733-01-01-01.csv
LEE,2454,0,0,2%,6,8,6,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,8,5360,0%,704,9,1%,200,28%,287,16%,21%,generate_country_csv_report_1733-01-01-01.csv
LRO,435,0,0,4%,4,5,4,1,0,2,4,0,6,8,8,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,51,0,-1%,45,88%,117,16%,21%,generate_country_csv_report_1733-01-01-01.csv
MRC,34784,0,0,4%,20,20,20,1,0,60,100,37,197,126,126,0,156,179400,128,64,26,52,104,15,600,30000,23,57,185,123950,75%,32042,7036,21%,2243,7%,921,16%,21%,generate_country_csv_report_1733-01-01-01.csv
NMR,1287,0,0,4%,2,3,2,1,0,2,1,0,3,7,7,0,0,0,0,0,0,0,16,2,-8,-400,0,0,9,6030,0%,179,10,5%,145,81%,139,16%,21%,generate_country_csv_report_1733-01-01-01.csv
PCS,1912,0,0,4%,3,4,3,1,0,4,7,2,13,14,12,0,0,0,0,0,0,0,45,6,-14,-700,0,0,10,6700,0%,807,27,3%,228,28%,422,16%,21%,generate_country_csv_report_1733-01-01-01.csv
RVV,20609,0,0,7%,16,16,16,1,0,14,27,4,45,34,34,0,22,23100,16,8,0,0,25,3,51,2550,69,172,66,44220,75%,6349,530,8%,2141,33%,308,16%,21%,generate_country_csv_report_1733-01-01-01.csv
SEK,6110,0,0,4%,11,11,11,1,0,4,5,4,13,16,16,0,0,0,0,0,0,0,0,0,10,500,0,0,11,7370,0%,2160,14,0%,512,23%,353,16%,21%,generate_country_csv_report_1733-01-01-01.csv
SRA,23096,0,0,9%,37,19,37,1,1,13,46,9,68,74,69,0,13,8450,0,0,0,0,0,0,32,1600,-8,-20,10,6700,0%,8385,110,1%,2137,25%,456,16%,21%,generate_country_csv_report_1733-01-01-01.csv
SSD,6099,0,0,4%,6,6,6,1,0,13,8,0,21,20,20,0,0,0,7,3,0,0,50,7,106,5300,78,195,9,6030,25%,1726,90,5%,436,25%,283,16%,21%,generate_country_csv_report_1733-01-01-01.csv
UFS,14639,0,0,2%,18,28,18,1,0,7,18,10,35,38,37,0,0,0,0,0,0,0,0,0,33,1650,-2,-5,0,0,0%,6494,4,0%,710,10%,443,16%,21%,generate_country_csv_report_1733-01-01-01.csv
WIE,519,0,0,2%,3,4,3,1,0,3,5,0,8,11,11,0,0,0,0,0,0,0,0,0,-14,-700,0,0,8,5360,0%,85,8,9%,63,73%,164,16%,21%,generate_country_csv_report_1733-01-01-01.csv
BAR,81618,0,0,4%,22,22,22,1,0,39,53,18,110,89,89,0,153,175950,33,16,34,68,37,5,234,11700,371,927,1277,855590,25%,35821,13301,37%,7857,21%,438,16%,21%,generate_country_csv_report_1733-01-01-01.csv
FFN,24391,0,0,2%,14,14,14,1,0,11,11,2,24,24,23,0,155,131750,0,0,31,62,0,0,148,7400,-2,-5,10,6700,0%,4959,427,8%,1917,38%,203,16%,21%,generate_country_csv_report_1733-01-01-01.csv
LLA,11926,0,0,3%,7,7,7,1,0,11,7,8,26,26,26,0,126,163800,20,10,0,0,0,0,39,1950,0,0,10,6700,0%,5926,394,6%,467,7%,496,16%,21%,generate_country_csv_report_1733-01-01-01.csv
DRC,206657,0,0,3%,35,91,43,0,0,18,22,22,62,65,51,0,0,0,8,4,0,0,192,28,121,6050,8,20,17,11390,25%,22551,309,1%,10050,44%,115,16%,21%,generate_country_csv_report_1733-01-01-01.csv
DVE,6710,0,0,5%,9,15,9,1,0,8,5,0,13,13,13,0,0,0,0,0,0,0,0,0,18,900,0,0,9,6030,0%,1492,13,0%,402,26%,222,16%,21%,generate_country_csv_report_1733-01-01-01.csv
DVC,12713,0,0,1%,2,5,2,0,0,5,4,0,9,9,8,0,0,0,0,0,0,0,0,0,51,2550,118,295,9,6030,0%,2215,83,3%,892,40%,174,16%,21%,generate_country_csv_report_1733-01-01-01.csv
EPC,29618,0,0,4%,22,91,17,1,0,0,3,6,9,22,22,0,0,0,9,4,23,46,0,0,7,350,-4,-10,9,6030,0%,5168,16,0%,1929,37%,165,16%,21%,generate_country_csv_report_1733-01-01-01.csv
EPY,58259,0,0,3%,38,38,38,0,1,20,25,38,83,83,83,0,25,40000,101,50,426,852,0,0,66,3300,186,465,368,246560,0%,25928,2268,8%,4289,16%,445,16%,21%,generate_country_csv_report_1733-01-01-01.csv
FDL,6621,0,0,0%,4,4,3,0,0,3,2,0,5,5,4,0,0,0,0,0,0,0,34,5,10,500,0,0,13,8710,0%,993,20,2%,575,57%,147,16%,21%,generate_country_csv_report_1733-01-01-01.csv
FUL,1140,0,0,4%,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,90,0,0%,90,100%,79,16%,21%,generate_country_csv_report_1733-01-01-01.csv
GNG,4537,0,0,4%,2,2,2,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16750,25%,518,18,3%,444,85%,114,16%,21%,generate_country_csv_report_1733-01-01-01.csv
LCF,9291,0,0,4%,4,4,4,0,0,2,1,0,3,3,2,0,0,0,0,0,0,0,0,0,11,550,0,0,13,8710,0%,1056,11,1%,868,82%,113,16%,21%,generate_country_csv_report_1733-01-01-01.csv
LCS,4055,0,0,4%,5,5,6,0,0,3,2,2,7,7,6,0,0,0,0,0,52,104,0,0,5,250,0,0,7,4690,0%,1377,8,0%,397,28%,340,16%,21%,generate_country_csv_report_1733-01-01-01.csv
LMC,17228,0,0,5%,6,6,4,0,0,3,3,0,6,8,7,0,0,0,0,0,6,12,13,1,16,800,0,0,42,28140,0%,2805,58,2%,1835,65%,102,16%,21%,generate_country_csv_report_1733-01-01-01.csv
MYU,1140,0,0,4%,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,90,0,0%,90,100%,78,16%,21%,generate_country_csv_report_1733-01-01-01.csv
NRS,6018,0,0,4%,6,6,6,1,1,5,6,2,13,13,13,0,0,0,0,0,0,0,0,0,-12,-600,30,75,0,0,0%,2358,14,0%,746,31%,391,16%,21%,generate_country_csv_report_1733-01-01-01.csv
NWE,6786,0,0,2%,4,4,4,1,0,3,7,3,13,13,13,0,0,0,0,0,61,122,0,0,-14,-700,0,0,9,6030,0%,2717,14,0%,719,26%,400,16%,21%,generate_country_csv_report_1733-01-01-01.csv
ODS,2448,0,0,4%,3,3,3,1,0,1,3,0,4,14,14,0,0,0,0,0,0,0,0,0,-18,-900,35,87,9,6030,0%,650,22,3%,299,46%,265,16%,21%,generate_country_csv_report_1733-01-01-01.csv
RDN,4434,0,0,2%,7,7,7,1,0,8,11,2,21,21,21,0,0,0,7,3,0,0,0,0,4,200,171,427,0,0,0%,1934,117,6%,390,20%,436,16%,21%,generate_country_csv_report_1733-01-01-01.csv
ROM,7997,0,0,4%,4,25,4,1,0,9,14,13,36,34,32,0,0,0,0,0,0,0,0,0,51,2550,21,52,25,16750,25%,6314,83,1%,674,10%,789,16%,21%,generate_country_csv_report_1733-01-01-01.csv
RPG,19698,0,0,2%,5,5,5,0,0,3,5,5,13,11,10,0,0,0,0,0,26,52,31,4,30,1500,0,0,43,28810,25%,3800,69,1%,1237,32%,192,16%,21%,generate_country_csv_report_1733-01-01-01.csv
SHE,1142,0,0,4%,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,90,0,0%,90,100%,79,16%,21%,generate_country_csv_report_1733-01-01-01.csv
SSJ,2249,0,0,5%,2,2,2,0,0,2,2,2,6,5,4,0,0,0,0,0,23,46,0,0,6,300,0,0,2,1340,25%,742,2,0%,145,19%,330,16%,21%,generate_country_csv_report_1733-01-01-01.csv
WYK,5922,0,0,2%,5,7,5,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,8,5360,0%,2237,9,0%,751,33%,377,16%,21%,generate_country_csv_report_1733-01-01-01.csv
XIN,2338,0,0,5%,2,2,2,1,0,1,1,0,2,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,8,5360,0%,529,6,1%,308,58%,226,16%,21%,generate_country_csv_report_1733-01-01-01.csv
ABL,2926,0,0,2%,7,7,7,1,0,3,7,2,12,12,12,0,0,0,0,0,0,0,22,3,-14,-700,37,92,10,6700,0%,1141,39,3%,294,25%,390,17%,23%,generate_country_csv_report_1734-01-01-01.csv
DOO,1008,0,0,5%,7,7,7,1,0,2,5,0,7,8,8,0,7,4900,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,110,7,7%,87,78%,110,17%,23%,generate_country_csv_report_1734-01-01-01.csv
DTP,1022,0,0,2%,2,2,2,1,0,4,4,2,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,8,5360,0%,377,8,2%,125,33%,368,17%,23%,generate_country_csv_report_1734-01-01-01.csv
FDN,1142,0,0,3%,6,7,6,1,0,4,8,4,16,16,16,0,4,2200,0,0,0,0,0,0,-16,-800,0,0,10,6700,0%,595,18,3%,104,17%,520,17%,23%,generate_country_csv_report_1734-01-01-01.csv
HYP,361,0,0,5%,2,2,2,1,0,3,4,0,7,7,7,0,0,0,18,9,0,0,0,0,-8,-400,0,0,0,0,0%,45,0,1%,41,91%,126,17%,23%,generate_country_csv_report_1734-01-01-01.csv
INH,1767,0,0,4%,3,6,3,1,0,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,590,0,-0%,222,37%,334,17%,23%,generate_country_csv_report_1734-01-01-01.csv
KST,304,0,0,5%,2,2,2,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,9,6030,0%,93,10,10%,23,24%,308,17%,23%,generate_country_csv_report_1734-01-01-01.csv
LLD,7039,0,0,2%,6,6,6,1,0,6,5,2,13,13,13,0,0,0,23,11,0,0,0,0,20,1000,0,0,0,0,0%,1866,4,0%,627,33%,265,17%,23%,generate_country_csv_report_1734-01-01-01.csv
MLB,80,0,0,4%,1,1,1,1,0,3,6,0,9,9,9,0,0,0,0,0,0,0,0,0,-12,-600,0,0,10,6700,0%,20,11,58%,7,35%,252,17%,23%,generate_country_csv_report_1734-01-01-01.csv
MTR,1892,0,0,5%,5,8,5,1,0,4,7,3,14,14,14,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,926,-1,-0%,197,21%,489,17%,23%,generate_country_csv_report_1734-01-01-01.csv
NLL,273,0,0,4%,2,16,2,1,0,9,6,0,15,15,10,0,0,0,8,4,0,0,0,0,9,450,-2,-5,16,10720,0%,47,21,45%,22,48%,173,17%,23%,generate_country_csv_report_1734-01-01-01.csv
OAK,96091,0,0,5%,66,66,66,1,1,189,363,37,589,473,473,0,189,245700,445,222,42,84,281,42,1541,77050,451,1127,681,456270,50%,151949,79196,52%,4913,3%,1581,17%,23%,generate_country_csv_report_1734-01-01-01.csv
PLK,386,0,0,5%,2,4,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,9,1,-8,-400,12,30,0,0,0%,53,6,12%,42,80%,137,17%,23%,generate_country_csv_report_1734-01-01-01.csv
SHT,706,0,0,3%,4,7,4,1,0,5,9,0,14,14,14,0,10,5500,0,0,0,0,0,0,-18,-900,0,0,10,6700,0%,95,26,27%,58,60%,135,17%,23%,generate_country_csv_report_1734-01-01-01.csv
TAM,15619,0,0,2%,24,24,24,1,0,10,28,2,40,40,40,0,0,0,0,0,0,0,109,16,-1,-50,0,0,0,0,0%,6213,99,1%,411,6%,397,17%,23%,generate_country_csv_report_1734-01-01-01.csv
TPD,611,0,0,5%,3,3,3,1,0,3,3,0,6,8,8,0,0,0,0,0,0,0,14,2,-8,-400,23,57,17,11390,0%,107,28,27%,65,61%,175,17%,23%,generate_country_csv_report_1734-01-01-01.csv
TPP,15926,0,0,4%,28,28,28,1,1,10,7,2,19,19,17,0,0,0,68,34,0,0,0,0,34,1700,0,0,0,0,0%,2960,11,0%,1501,50%,185,17%,23%,generate_country_csv_report_1734-01-01-01.csv
TRH,4460,0,0,7%,1,29,1,1,0,5,2,0,7,7,7,0,0,0,0,0,0,0,0,0,31,1550,6,15,0,0,0%,1002,4,0%,232,23%,224,17%,23%,generate_country_csv_report_1734-01-01-01.csv
TRI,3094,0,0,2%,5,7,5,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,61,9,-12,-600,79,197,0,0,0%,1506,57,3%,365,24%,486,17%,23%,generate_country_csv_report_1734-01-01-01.csv
UEK,17610,0,0,0%,22,37,22,0,0,6,12,5,23,28,28,0,0,0,0,0,0,0,18,2,-10,-500,42,105,38,25460,0%,4565,117,2%,1451,31%,289,17%,23%,generate_country_csv_report_1734-01-01-01.csv
WGK,498,0,0,5%,4,4,4,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,85,212,0,0,0%,207,42,20%,53,25%,415,17%,23%,generate_country_csv_report_1734-01-01-01.csv
AAV,119,0,0,4%,1,1,1,1,0,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,40,0,-2%,15,37%,336,17%,23%,generate_country_csv_report_1734-01-01-01.csv
AGC,6406,0,0,2%,6,6,6,1,0,10,12,8,30,24,23,0,0,0,63,31,0,0,0,0,99,4950,0,0,10,6700,25%,4648,45,0%,360,7%,725,17%,23%,generate_country_csv_report_1734-01-01-01.csv
AHM,1371,0,0,4%,7,7,7,1,0,11,8,0,19,20,20,0,0,0,0,0,0,0,0,0,-18,-900,0,0,0,0,0%,220,-2,-0%,141,64%,160,17%,23%,generate_country_csv_report_1734-01-01-01.csv
ARN,4556,0,0,2%,8,14,8,1,0,7,9,4,20,20,20,0,0,0,0,0,0,0,82,12,10,500,0,0,21,14070,0%,2522,67,2%,350,13%,553,17%,23%,generate_country_csv_report_1734-01-01-01.csv
ATL,7430,0,0,2%,4,4,4,1,0,8,7,5,20,20,19,0,126,163800,0,0,169,338,0,0,-14,-700,0,0,10,6700,0%,4285,423,9%,242,5%,576,17%,23%,generate_country_csv_report_1734-01-01-01.csv
AUC,5488,0,0,2%,15,15,15,1,0,13,14,14,41,35,35,0,24,31200,24,12,0,0,0,0,107,5350,0,0,0,0,0%,6235,120,1%,492,7%,1135,17%,23%,generate_country_csv_report_1734-01-01-01.csv
AUF,1549,0,0,2%,5,5,5,1,0,1,5,3,9,16,15,0,0,0,36,18,0,0,0,0,-14,-700,0,0,91,60970,0%,877,114,13%,166,19%,566,17%,23%,generate_country_csv_report_1734-01-01-01.csv
BTR,20608,0,0,5%,25,25,25,1,0,19,11,5,35,35,35,0,35,45500,0,0,0,0,56,8,52,2600,0,0,86,57620,-5%,5120,324,6%,1970,38%,248,17%,23%,generate_country_csv_report_1734-01-01-01.csv
CUL,166,0,0,4%,1,3,1,1,0,4,6,0,10,10,10,0,0,0,0,0,0,0,0,0,-12,-600,0,0,8,5360,0%,16,9,56%,6,38%,98,17%,23%,generate_country_csv_report_1734-01-01-01.csv
ETV,396,0,0,5%,1,1,1,1,0,3,6,2,11,11,11,0,69,89700,0,0,0,0,0,0,-12,-600,0,0,10,6700,0%,350,187,53%,54,15%,882,17%,23%,generate_country_csv_report_1734-01-01-01.csv
FLU,335,0,0,4%,2,2,2,1,0,5,6,0,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,8,5360,0%,41,9,22%,29,71%,123,17%,23%,generate_country_csv_report_1734-01-01-01.csv
FRO,572,0,0,2%,3,3,3,1,0,1,6,0,7,13,13,0,0,0,0,0,0,0,0,0,-16,-800,0,0,9,6030,0%,87,10,11%,65,74%,153,17%,23%,generate_country_csv_report_1734-01-01-01.csv
JIN,677,0,0,5%,1,1,1,1,0,5,5,0,10,10,10,0,0,0,0,0,0,0,8,1,5,250,0,0,10,6700,0%,133,14,11%,89,67%,196,17%,23%,generate_country_csv_report_1734-01-01-01.csv
KHM,7761,0,0,5%,13,13,13,1,0,12,11,2,25,29,29,0,0,0,0,0,0,0,0,0,30,1500,0,0,87,58290,0%,3089,167,5%,720,23%,398,17%,23%,generate_country_csv_report_1734-01-01-01.csv
KKV,593,0,0,5%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,214,0,-0%,75,35%,361,17%,23%,generate_country_csv_report_1734-01-01-01.csv
KSA,5621,0,0,5%,10,10,10,1,0,7,7,10,24,26,26,0,43,49450,14,7,47,94,0,0,32,1600,0,0,0,0,0%,4577,112,2%,592,12%,814,17%,23%,generate_country_csv_report_1734-01-01-01.csv
LNV,404,0,0,4%,1,1,1,1,0,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,9,6030,-5%,155,10,6%,51,33%,385,17%,23%,generate_country_csv_report_1734-01-01-01.csv
LOC,119,0,0,2%,1,1,1,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,0,0,9,6030,0%,25,9,37%,14,57%,212,17%,23%,generate_country_csv_report_1734-01-01-01.csv
MES,960,0,0,5%,1,1,1,1,0,4,6,2,12,12,12,0,0,0,0,0,0,0,0,0,-12,-600,0,0,72,48240,0%,482,93,19%,127,26%,502,17%,23%,generate_country_csv_report_1734-01-01-01.csv
MJU,14649,0,0,3%,27,30,16,1,0,23,40,7,70,47,46,0,123,215250,18,9,0,0,37,5,176,8800,17,42,115,77050,25%,10559,2442,23%,2908,27%,226,17%,23%,generate_country_csv_report_1734-01-01-01.csv
MNG,3397,0,0,5%,7,7,7,1,0,6,7,3,16,16,16,0,9,6300,0,0,0,0,0,0,28,1400,0,0,0,0,0%,1401,16,1%,255,18%,412,17%,23%,generate_country_csv_report_1734-01-01-01.csv
MRV,178,0,0,2%,1,1,1,1,0,3,7,2,12,12,11,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,59,-1,-2%,22,37%,336,17%,23%,generate_country_csv_report_1734-01-01-01.csv
OOD,8601,0,0,4%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,23,46,0,0,-8,-400,0,0,0,0,0%,2391,0,0%,747,31%,278,17%,23%,generate_country_csv_report_1734-01-01-01.csv
PER,286,0,0,5%,1,1,1,1,0,4,7,0,11,11,11,0,0,0,0,0,0,0,0,0,-5,-250,0,0,9,6030,0%,52,12,22%,36,68%,184,17%,23%,generate_country_csv_report_1734-01-01-01.csv
QDT,2775,0,0,4%,15,16,15,1,0,13,15,10,38,35,35,0,68,78200,10,5,0,0,0,0,128,6400,0,0,10,6700,25%,3498,308,8%,211,6%,1260,17%,23%,generate_country_csv_report_1734-01-01-01.csv
QUE,3667,0,0,5%,12,12,12,1,0,5,11,5,21,25,25,0,0,0,0,0,0,0,0,0,-26,-1300,0,0,9,6030,0%,2571,12,0%,361,14%,701,17%,23%,generate_country_csv_report_1734-01-01-01.csv
RIV,809,0,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,81,93150,0,0,96,192,0,0,-10,-500,0,0,10,6700,0%,495,185,37%,103,20%,611,17%,23%,generate_country_csv_report_1734-01-01-01.csv
RJV,236,0,0,4%,1,1,1,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,80,0,-1%,30,37%,341,17%,23%,generate_country_csv_report_1734-01-01-01.csv
RNV,399,0,0,2%,1,1,1,1,0,3,6,2,11,11,10,0,39,44850,0,0,0,0,0,0,-12,-600,0,0,10,6700,0%,248,99,40%,50,20%,622,17%,23%,generate_country_csv_report_1734-01-01-01.csv
SDP,31659,0,0,3%,7,28,7,1,0,23,10,19,52,37,36,0,67,117250,62,31,0,0,0,0,114,5700,0,0,77,51590,0%,11048,504,4%,1684,15%,348,17%,23%,generate_country_csv_report_1734-01-01-01.csv
SKE,837,0,0,4%,2,2,2,1,0,7,6,2,15,15,13,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,315,-1,-0%,109,34%,376,17%,23%,generate_country_csv_report_1734-01-01-01.csv
SMP,22834,0,0,4%,5,5,5,1,0,13,9,0,22,21,20,0,0,0,0,0,2,4,154,23,32,1600,0,0,84,56280,0%,4847,272,5%,1783,36%,212,17%,23%,generate_country_csv_report_1734-01-01-01.csv
SPP,32251,0,0,4%,7,17,7,1,0,3,10,10,23,33,33,0,77,123200,0,0,0,0,0,0,85,4250,0,0,10,6700,25%,9409,607,6%,924,9%,291,17%,23%,generate_country_csv_report_1734-01-01-01.csv
SRV,400,0,0,4%,1,1,1,1,0,5,7,5,17,17,17,0,52,59800,0,0,0,0,0,0,-14,-700,0,0,10,6700,0%,403,138,34%,22,5%,1007,17%,23%,generate_country_csv_report_1734-01-01-01.csv
TNV,299,0,0,4%,1,1,1,1,0,8,6,2,16,16,11,0,0,0,0,0,0,0,0,0,6,300,-2,-5,11,7370,0%,119,14,11%,38,31%,399,17%,23%,generate_country_csv_report_1734-01-01-01.csv
UMB,2178,0,0,4%,4,4,4,1,0,10,10,5,25,19,17,0,0,0,0,0,0,0,0,0,13,650,0,0,0,0,0%,1562,1,0%,227,14%,717,17%,23%,generate_country_csv_report_1734-01-01-01.csv
USV,119,0,0,3%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,33,0,-2%,10,31%,277,17%,23%,generate_country_csv_report_1734-01-01-01.csv
WEA,239,0,0,5%,1,1,1,1,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,87,-1,-1%,34,39%,363,17%,23%,generate_country_csv_report_1734-01-01-01.csv
HHE,323310,0,0,8%,189,155,213,0,0,146,166,51,363,479,402,0,194,310400,258,129,130,260,325,48,610,30500,340,850,450,301500,15%,121690,38228,31%,20704,17%,453,17%,23%,generate_country_csv_report_1734-01-01-01.csv
AVE,146,0,0,2%,2,7,2,1,0,4,4,0,8,8,8,0,0,0,0,0,0,0,0,0,29,1450,0,0,21,14070,25%,42,26,62%,12,30%,290,17%,23%,generate_country_csv_report_1734-01-01-01.csv
BIU,199,0,0,3%,2,7,2,1,0,6,7,2,15,14,14,0,0,0,0,0,0,0,0,0,48,2400,0,0,48,32160,25%,146,74,50%,25,17%,732,17%,23%,generate_country_csv_report_1734-01-01-01.csv
CYR,3218,0,0,5%,5,12,2,1,1,1,4,13,18,22,21,0,0,0,28,14,0,0,0,0,28,1400,0,0,0,0,-5%,5468,4,0%,323,5%,1298,17%,23%,generate_country_csv_report_1734-01-01-01.csv
ERP,764,0,0,4%,2,2,2,1,0,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,8,5360,-5%,265,8,3%,88,33%,347,17%,23%,generate_country_csv_report_1734-01-01-01.csv
FIK,1896,0,0,5%,3,3,3,1,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,5,250,0,0,0,0,0%,716,0,0%,238,33%,377,17%,23%,generate_country_csv_report_1734-01-01-01.csv
GSD,6111,0,0,4%,4,4,4,1,1,7,5,0,12,14,14,0,0,0,8,4,0,0,23,3,56,2800,46,115,0,0,25%,1442,35,2%,167,11%,235,17%,23%,generate_country_csv_report_1734-01-01-01.csv
HPV,395,0,0,5%,2,5,2,1,1,6,3,0,9,11,9,0,29,29000,0,0,0,0,0,0,-8,-400,0,0,10,6700,0%,94,54,57%,34,36%,239,17%,23%,generate_country_csv_report_1734-01-01-01.csv
LEE,2504,0,0,2%,6,8,6,1,0,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,8,5360,0%,731,9,1%,205,28%,291,17%,23%,generate_country_csv_report_1734-01-01-01.csv
LRO,443,0,0,4%,4,5,4,1,0,3,4,0,7,9,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,51,0,-1%,46,89%,116,17%,23%,generate_country_csv_report_1734-01-01-01.csv
MRC,35327,0,0,4%,20,20,20,1,0,69,82,37,188,126,126,0,156,249600,128,64,39,78,104,15,620,31000,23,57,185,123950,75%,30247,6744,22%,2287,7%,856,17%,23%,generate_country_csv_report_1734-01-01-01.csv
NMR,1310,0,0,4%,2,3,2,1,0,2,2,0,4,8,8,0,0,0,0,0,0,0,18,2,-10,-500,0,0,10,6700,0%,185,12,6%,149,80%,141,17%,23%,generate_country_csv_report_1734-01-01-01.csv
PCS,1954,0,0,4%,3,4,3,1,1,4,7,2,13,14,12,0,0,0,0,0,0,0,45,6,-14,-700,0,0,10,6700,0%,824,27,3%,234,28%,421,17%,23%,generate_country_csv_report_1734-01-01-01.csv
RVV,21024,0,0,9%,16,16,16,0,0,17,31,4,52,34,34,0,25,21250,17,8,0,0,27,4,65,3250,78,195,75,50250,75%,6802,673,9%,2222,32%,323,17%,23%,generate_country_csv_report_1734-01-01-01.csv
SEK,6221,0,0,4%,11,11,11,1,0,4,5,4,13,16,16,0,0,0,0,0,0,0,0,0,12,600,0,0,12,8040,0%,2173,16,0%,524,24%,349,17%,23%,generate_country_csv_report_1734-01-01-01.csv
SRA,23473,0,0,10%,37,19,37,1,1,13,46,16,75,81,76,0,15,11250,0,0,0,0,0,0,49,2450,-8,-20,11,7370,0%,11085,140,1%,2181,19%,593,17%,23%,generate_country_csv_report_1734-01-01-01.csv
SSD,6219,0,0,4%,6,6,6,1,0,13,8,0,21,20,20,0,0,0,8,4,0,0,53,7,114,5700,83,207,9,6030,25%,1739,95,5%,447,25%,279,17%,23%,generate_country_csv_report_1734-01-01-01.csv
UFS,8341,0,0,2%,18,28,8,1,1,7,8,5,20,21,20,0,0,0,0,0,0,0,0,0,21,1050,0,0,0,0,0%,4177,2,0%,726,17%,280,17%,23%,generate_country_csv_report_1734-01-01-01.csv
WIE,529,0,0,2%,3,4,3,1,0,3,5,0,8,11,11,0,0,0,0,0,0,0,0,0,-14,-700,0,0,8,5360,0%,87,8,9%,64,73%,166,17%,23%,generate_country_csv_report_1734-01-01-01.csv
